method,target,feature_space,split_mode,grid_config_name,split,prediction_target,count_topN,mean_absolute_error,median_absolute_error,max_absolute_error,mean_relative_error,median_relative_error,max_relative_error
ga,memory,raw,record,ga_arch_128_64_scaler_minmax_opt_rmsprop_batch_128_act_elu_drop_0.3,train,max_rss,100,412253.620078125,412110.703125,1148588.2734375,0.7773843674439146,0.7730982978375873,0.9333259713949652
ga,memory,raw,record,ga_arch_128_64_scaler_minmax_opt_rmsprop_batch_128_act_elu_drop_0.3,val,max_rss,100,229335.3434765625,207692.14453125,604880.078125,0.8082437528289784,0.6304322803748557,3.66395917375018
ga,memory,raw,record,ga_arch_128_64_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.2,test,max_rss,100,1559259.779375,1545519.4453125,2520198.703125,0.9084972749877818,0.9133811163992571,0.9477552977514424
ga,memory,raw,record,ga_arch_128_64_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.2,train,max_rss,100,411869.424140625,408009.0,1159329.5703125,0.7788186812153015,0.7764700100684597,0.942054191569021
ga,memory,raw,record,ga_arch_128_64_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.2,val,max_rss,100,236498.665625,195376.2734375,612270.015625,0.8953842198163591,0.6686163549423163,5.382864182530039
ga,memory,raw,record,ga_arch_128_64_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.3,test,max_rss,100,1557064.96765625,1543621.875,2517882.34375,0.9072016016249639,0.9121295400498166,0.9472385119337878
ga,memory,raw,record,ga_arch_128_64_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.3,train,max_rss,100,410261.412890625,405834.0859375,1158947.578125,0.7766111550114497,0.7735308530620804,0.9417437903245466
ga,memory,raw,record,ga_arch_128_64_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.3,val,max_rss,100,233478.0122265625,194136.7421875,610243.484375,0.8725009311777076,0.6672505230737861,4.284154840801038
ga,memory,raw,record,ga_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.2,test,max_rss,100,1564466.26625,1543885.16796875,2535045.15625,0.9112684576158516,0.9158044383979259,0.9441980218890644
ga,memory,raw,record,ga_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.2,train,max_rss,100,408617.07796875,407945.3359375,1148363.828125,0.772029695979962,0.7660611681397906,0.9331435904285575
ga,memory,raw,record,ga_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.2,val,max_rss,100,224685.698984375,202549.7265625,600928.90625,0.7896873900877097,0.6207386890477893,3.8527166474571386
ga,memory,raw,record,ga_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.3,test,max_rss,100,1568489.550859375,1546938.80859375,2540656.984375,0.9136217575171159,0.9177845499168797,0.9446207625726568
ga,memory,raw,record,ga_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.3,train,max_rss,100,411012.605234375,410268.1796875,1148296.984375,0.7756455721771732,0.7699145324262753,0.9330892741784762
ga,memory,raw,record,ga_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.3,val,max_rss,100,226737.786171875,205995.875,602871.5546875,0.7893830031985271,0.624513838346619,3.7122285153436105
ga,memory,raw,record,ga_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.2,test,max_rss,100,1545512.615078125,1533567.83984375,2505664.875,0.9003736100496087,0.9054993595360986,0.9442116908453052
ga,memory,raw,record,ga_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.2,train,max_rss,100,401772.0434375,394772.4296875,1154851.53125,0.7611747832030352,0.7574430054241623,0.9384154027579146
ga,memory,raw,record,ga_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.2,val,max_rss,100,222250.150078125,183816.6953125,600674.34375,0.8886661532816218,0.6874019534902365,4.632557448494453
ga,memory,raw,record,ga_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.3,test,max_rss,100,1556947.897265625,1542413.7421875,2520979.40625,0.9070551992202108,0.9116080484527217,0.94681914394424
ga,memory,raw,record,ga_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.3,train,max_rss,100,409098.89078125,404768.8203125,1157067.8515625,0.7734260564223964,0.7704611459882676,0.940216352111503
ga,memory,raw,record,ga_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.3,val,max_rss,100,227225.15578125,191098.875,606942.34375,0.7976447848086068,0.6535729831306908,4.240538106901023
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_adam_batch_128_act_elu_drop_0.2,test,max_rss,100,1538985.704765625,1527662.8125,2470389.46875,0.8973759356898303,0.8934659281014992,0.9556912807772968
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_adam_batch_128_act_elu_drop_0.2,train,max_rss,100,433557.20140625,426714.625,1193149.95703125,0.8218961230299467,0.8282867384080218,0.9695361413827358
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_adam_batch_128_act_elu_drop_0.2,val,max_rss,100,251663.4860636139,215190.705078125,658471.12890625,18.168688594412878,0.8010909684642773,444.40530446293496
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_adam_batch_128_act_elu_drop_0.3,test,max_rss,100,1521153.448125,1508481.0390625,2446397.109375,0.887431398551352,0.8830842676648629,0.9508277880869556
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_adam_batch_128_act_elu_drop_0.3,train,max_rss,100,423386.46703125,411571.3359375,1189134.73828125,0.8036097596540844,0.8104461454481318,0.9662734335640398
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_adam_batch_128_act_elu_drop_0.3,val,max_rss,100,246347.27481877326,209854.49609375,651289.0859375,19.539834422046475,0.8331479562439774,471.02926437216337
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_adam_batch_128_act_relu_drop_0.2,test,max_rss,100,1664104.9959960938,1639829.9521484375,2637236.8515625,0.9704760598275386,0.9696992657530918,0.9882880293271488
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_adam_batch_128_act_relu_drop_0.2,train,max_rss,100,503522.0843359375,513459.265625,1219971.5908203125,0.9455610370248471,0.9419617872769822,0.99133100729727
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_adam_batch_128_act_relu_drop_0.2,val,max_rss,100,327917.61528320314,275116.189453125,1136147.25,1.1441374332872618,0.9239822781247862,12.782359592277576
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_adam_batch_128_act_relu_drop_0.3,test,max_rss,100,1578329.3446484376,1566597.4921875,2523310.765625,0.9198416651685837,0.9176626556633665,0.9680595840747886
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_adam_batch_128_act_relu_drop_0.3,train,max_rss,100,456894.6539453125,456082.68359375,1203092.63671875,0.8658558014359311,0.8691000196913597,0.9776154169527644
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_adam_batch_128_act_relu_drop_0.3,val,max_rss,100,292019.0492480469,234509.412109375,1430546.875,12.681544666028165,0.8431462501364395,306.75744610438727
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_adam_batch_64_act_elu_drop_0.2,test,max_rss,100,1606310.204375,1589612.7890625,2563071.421875,0.9362921277370903,0.935139992451388,0.974494096741796
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_adam_batch_64_act_elu_drop_0.2,train,max_rss,100,471470.63947265624,474228.1328125,1207292.05859375,0.889348530436232,0.8823064691463323,0.9810278055270022
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_adam_batch_64_act_elu_drop_0.2,val,max_rss,100,290529.2312304687,247203.328125,779947.875,3.174656919318942,0.8453293407612197,220.85734953703704
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_adam_batch_64_act_elu_drop_0.3,test,max_rss,100,1549682.15625,1539041.09375,2489043.3125,0.9036756619260992,0.9011786532249615,0.9608729351815548
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_adam_batch_64_act_elu_drop_0.3,train,max_rss,100,441091.9726171875,433333.4140625,1194279.46484375,0.8365147574276217,0.842217446019003,0.9704539628516464
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_adam_batch_64_act_elu_drop_0.3,val,max_rss,100,258862.32194156648,220654.9609375,661971.87890625,14.8127617781757,0.8427001563077794,364.8404878971256
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_adam_batch_64_act_relu_drop_0.2,test,max_rss,100,1606943.4296875,1590990.21484375,2565232.15625,0.9366970906353762,0.9360543400242982,0.976200892047454
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_adam_batch_64_act_relu_drop_0.2,train,max_rss,100,472980.599765625,474222.54296875,1206719.62890625,0.8929692857344286,0.8957591342299136,0.9805626575653724
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_adam_batch_64_act_relu_drop_0.2,val,max_rss,100,296118.5170605469,246369.984375,1053619.125,1.0354933165943443,0.8464558628176218,11.853867118941542
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_adam_batch_64_act_relu_drop_0.3,test,max_rss,100,1617668.459609375,1599922.666015625,2578685.5625,0.9430206410734077,0.9422687887937751,0.978305179497577
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_adam_batch_64_act_relu_drop_0.3,train,max_rss,100,478526.436171875,483152.91015625,1209472.322265625,0.9006165901978664,0.8943850887411386,0.9827994557836776
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_adam_batch_64_act_relu_drop_0.3,val,max_rss,100,300318.5115234375,252910.673828125,985151.375,1.037638842473313,0.8621120864815475,11.083562564691055
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_elu_drop_0.2,test,max_rss,100,1523886.279609375,1511036.6875,2451814.484375,0.8890246001607494,0.8850370825501166,0.9528488421146803
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_elu_drop_0.2,train,max_rss,100,427619.60359375,414483.578125,1189104.30078125,0.8113376345030717,0.818934876201383,0.966248700498318
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_elu_drop_0.2,val,max_rss,100,248298.07297063828,210261.810546875,653868.67578125,19.860062038782786,0.8393812629162984,498.0245839636914
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_elu_drop_0.3,test,max_rss,100,1529211.80015625,1516909.3515625,2459652.75,0.8921766756268434,0.888515040519807,0.9547014184083288
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_elu_drop_0.3,train,max_rss,100,430398.5993359375,418052.79296875,1190009.8359375,0.8167508852138936,0.8238302750301704,0.9669845250743516
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_elu_drop_0.3,val,max_rss,100,249575.34802949906,210773.98046875,655228.41796875,19.524371361914497,0.8408569694301353,502.3335854765507
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_relu_drop_0.2,test,max_rss,100,1540828.153125,1529130.3046875,2473955.125,0.8985016862665437,0.8949502523855084,0.9591982250143358
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_relu_drop_0.2,train,max_rss,100,438262.8090234375,427887.5234375,1194961.99609375,0.8320381980947122,0.8390774065454969,0.9710085777268332
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_relu_drop_0.2,val,max_rss,100,253445.44381340026,217086.828125,662210.1171875,17.245503078350627,0.8382410528228071,438.2999716338881
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_relu_drop_0.3,test,max_rss,100,1527777.488359375,1514953.21875,2457420.34375,0.8913855387798029,0.8877152819069016,0.9565522595675566
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_relu_drop_0.3,train,max_rss,100,431644.5506640625,417321.01953125,1191066.484375,0.8195648239959834,0.8267546222031465,0.9678431420846064
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_relu_drop_0.3,val,max_rss,100,249618.77632766723,213127.421875,657723.91796875,18.126913044766788,0.8485279843142126,472.11157337367626
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_elu_drop_0.2,test,max_rss,100,1530136.6,1517778.2578125,2465516.640625,0.8920954631818435,0.8896993777037068,0.955948352183992
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_elu_drop_0.2,train,max_rss,100,431866.0176953125,419253.58984375,1187300.03125,0.8193525701915592,0.8254084469675893,0.964782577561269
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_elu_drop_0.2,val,max_rss,100,249666.6941171074,208310.95703125,654180.78125,19.837816681796763,0.8446004858198909,526.8824697428139
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_elu_drop_0.3,test,max_rss,100,1528064.910078125,1515717.328125,2462168.5625,0.8914676733900256,0.8886477735897966,0.9554156277354882
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_elu_drop_0.3,train,max_rss,100,430425.639765625,416682.546875,1187088.34375,0.8167031837809631,0.8220481106202464,0.9646105634060328
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_elu_drop_0.3,val,max_rss,100,249658.1608139038,209065.796875,653120.09765625,20.341674919422097,0.8448882023743556,547.1470310136158
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_relu_drop_0.2,test,max_rss,100,1551543.272265625,1540670.1015625,2491914.4375,0.9047985589803139,0.9024882652462716,0.9631956056316576
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_relu_drop_0.2,train,max_rss,100,445139.6969921875,435048.99609375,1195237.55078125,0.8450163593947794,0.8503882059743485,0.9712324894211548
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_relu_drop_0.2,val,max_rss,100,257020.58897628784,220085.421875,664963.8359375,17.0854235058488,0.8678903568470465,459.5569686081694
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_relu_drop_0.3,test,max_rss,100,1516626.233359375,1503298.4609375,2446454.9375,0.8847757084753424,0.8818500811885366,0.9535552030343148
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_relu_drop_0.3,train,max_rss,100,424427.0823828125,407677.8671875,1184837.8203125,0.80717833360567,0.8117376427511592,0.9627818210951212
ga,memory,raw,record,ga_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_relu_drop_0.3,val,max_rss,100,247876.73785064698,205550.6484375,649614.3515625,21.868284211201495,0.8403352312276,605.6684474281392
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_adam_batch_128_act_elu_drop_0.2,test,max_rss,100,1545770.02046875,1525121.8125,2512577.34375,0.9001590258736659,0.9036505304890647,0.9352058383599344
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_adam_batch_128_act_elu_drop_0.2,train,max_rss,100,391232.078984375,387391.8359375,1145618.234375,0.7409472672829509,0.7302835314387452,0.9309125612486188
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_adam_batch_128_act_elu_drop_0.2,val,max_rss,100,215749.18,190470.51171875,581554.078125,0.9943785413524969,0.6969808407897649,4.231780813283389
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_adam_batch_128_act_elu_drop_0.3,test,max_rss,100,1561763.637109375,1539027.828125,2531842.859375,0.9095964707561315,0.9117019907879658,0.9372575563279784
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_adam_batch_128_act_elu_drop_0.3,train,max_rss,100,402507.54328125,402875.46875,1145381.9765625,0.758228453376268,0.7554990969736897,0.9307205816181012
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_adam_batch_128_act_elu_drop_0.3,val,max_rss,100,220351.578828125,198356.75,594431.7109375,0.8016663660315985,0.6018024166110622,3.752078230802478
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_adam_batch_128_act_relu_drop_0.2,test,max_rss,100,1490103.9521875,1489196.0,2425158.4375,0.8681158437748556,0.8702844170621495,0.9200228352174488
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_adam_batch_128_act_relu_drop_0.2,train,max_rss,100,351370.365625,331773.4296875,1148188.0234375,0.6713174399880839,0.6507986197259364,0.9330007341200514
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_adam_batch_128_act_relu_drop_0.2,val,max_rss,100,203513.672109375,163992.203125,543884.328125,1.274860939747829,0.6719549364546604,5.055820937184843
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_adam_batch_128_act_relu_drop_0.3,test,max_rss,100,1492393.6696875,1491256.9140625,2428029.625,0.8694690959766082,0.8711188733251377,0.9214417679046188
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_adam_batch_128_act_relu_drop_0.3,train,max_rss,100,353840.957734375,335206.15625,1149016.984375,0.6761109247545357,0.6546367468436635,0.9336743356099264
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_adam_batch_128_act_relu_drop_0.3,val,max_rss,100,204502.8609375,164625.296875,545701.46875,1.2464172639662636,0.6776693496782387,5.039458921625126
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_adam_batch_64_act_elu_drop_0.2,test,max_rss,100,1558595.08390625,1535474.484375,2529374.390625,0.9076844836740336,0.9096220965745796,0.93617882028915
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_adam_batch_64_act_elu_drop_0.2,train,max_rss,100,399790.834140625,400337.9609375,1143658.328125,0.7531570572078509,0.749015439120323,0.9293199701984334
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_adam_batch_64_act_elu_drop_0.2,val,max_rss,100,218150.2253125,197383.97265625,590889.4609375,0.8949034508686674,0.648782910240451,3.8656529138452673
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_adam_batch_64_act_elu_drop_0.3,test,max_rss,100,1577568.399296875,1552372.140625,2551886.3125,0.918758543513677,0.920033269410446,0.9437843787480764
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_adam_batch_64_act_elu_drop_0.3,train,max_rss,100,412210.374375,418774.34375,1141656.3203125,0.7724141827335211,0.7739573451676678,0.92769316803655
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_adam_batch_64_act_elu_drop_0.3,val,max_rss,100,225063.18640625,196288.78515625,605043.4921875,0.7461961092498299,0.6281564189456608,3.2900388092493875
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_adam_batch_64_act_relu_drop_0.2,test,max_rss,100,1536830.398359375,1525959.23828125,2494308.421875,0.8952642947627684,0.900744762608512,0.9407244142932856
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_adam_batch_64_act_relu_drop_0.2,train,max_rss,100,393840.271953125,385277.75,1152278.7734375,0.7476839841673681,0.7408366682023437,0.9363248175238088
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_adam_batch_64_act_relu_drop_0.2,val,max_rss,100,222115.522578125,179779.27734375,593186.8671875,0.9797711664068526,0.7062749517999469,4.799595699466936
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_adam_batch_64_act_relu_drop_0.3,test,max_rss,100,1530856.99015625,1521249.5234375,2486724.203125,0.8917684542379388,0.8967167970533789,0.9393858535415543
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_adam_batch_64_act_relu_drop_0.3,train,max_rss,100,389705.6665625,379646.8125,1151482.859375,0.7400412593172253,0.731956345340553,0.9356780694394786
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_adam_batch_64_act_relu_drop_0.3,val,max_rss,100,218569.777265625,177612.4140625,588256.1484375,0.9687166020203629,0.7012980219546489,4.932518279066417
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_elu_drop_0.2,test,max_rss,100,1564690.335703125,1543536.8828125,2534413.296875,0.9113868249992081,0.915559112737391,0.942875887642164
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_elu_drop_0.2,train,max_rss,100,407157.930859375,407337.9609375,1147224.8515625,0.767593704836187,0.762950000194846,0.9322180747923844
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_elu_drop_0.2,val,max_rss,100,223763.335390625,202853.84765625,599233.9375,0.7804447239747264,0.616249288851886,3.8028404588675984
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_elu_drop_0.3,test,max_rss,100,1565372.338359375,1545386.3515625,2534208.5625,0.9118429536181191,0.9159612438764471,0.945396024025596
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_elu_drop_0.3,train,max_rss,100,409510.321484375,408577.9296875,1151431.4765625,0.7738766885293419,0.767300314755321,0.935636316520266
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_elu_drop_0.3,val,max_rss,100,226835.377734375,202612.1328125,602081.71875,0.7962596145421129,0.6348256157604872,3.8449782091917593
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.2,test,max_rss,100,1555286.558203125,1542254.2421875,2515302.28125,0.9061595281265342,0.911103302433259,0.9469296749764872
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.2,train,max_rss,100,409531.624140625,404851.9140625,1158550.7265625,0.7752764317955364,0.7720960540250962,0.9414213145700612
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.2,val,max_rss,100,234122.9238671875,192691.625,610185.8046875,0.8875373836403871,0.6645101091680642,4.996527074614104
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.3,test,max_rss,100,1553812.649609375,1541135.55859375,2513716.734375,0.9052977075317069,0.9103500307012661,0.9466600546025166
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.3,train,max_rss,100,408366.130390625,403148.3984375,1158450.9765625,0.7731287993862188,0.7694026465031532,0.9413402591842456
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.3,val,max_rss,100,231531.5415625,191252.90625,608474.3671875,0.8658581867169037,0.6642676114482557,4.385500108053595
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.2,test,max_rss,100,1574826.760546875,1551930.6328125,2548149.15625,0.9173408011320257,0.9206098817334225,0.9452727319069516
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.2,train,max_rss,100,414479.537578125,415628.94140625,1148308.6484375,0.7813904353965527,0.7785556949500321,0.9330987522244524
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.2,val,max_rss,100,228711.375,205927.3125,605709.796875,0.7867453233168407,0.632023595287722,3.491187328915142
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.3,test,max_rss,100,1564784.2978125,1543487.0234375,2535584.96875,0.9114298555573761,0.9155989088684799,0.9435121474342614
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.3,train,max_rss,100,407607.265390625,407512.9375,1148296.1484375,0.769943589145202,0.7638254074761002,0.933088594907934
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.3,val,max_rss,100,224435.33515625,204191.328125,598606.0,0.7843564083440957,0.6203390741469748,3.7920868750900447
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.2,test,max_rss,100,1554585.131015625,1541031.18359375,2517097.421875,0.9056991570882736,0.9108154787720268,0.9467835673250482
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.2,train,max_rss,100,408358.414921875,403245.3359375,1157379.484375,0.7729876181650299,0.7696415751971042,0.9404695803606252
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.2,val,max_rss,100,226654.779296875,189880.67578125,607002.890625,0.8002011061772464,0.6544418607115042,4.345872352686933
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.3,test,max_rss,100,1554121.993515625,1540463.71875,2517122.5,0.9054127274595456,0.9103662613627685,0.9464797321366512
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.3,train,max_rss,100,407414.10203125,401968.4140625,1156889.296875,0.7711746284883038,0.7675780106044565,0.9400712611933628
ga,memory,raw,record,ga_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.3,val,max_rss,100,226127.1741796875,189067.96484375,605476.8515625,0.8185264092773052,0.6537042881321953,4.3401783784757235
ga,memory,raw,record,ga_arch_64_32_scaler_standard_opt_adam_batch_128_act_elu_drop_0.2,test,max_rss,100,1596078.7898046875,1580943.1875,2546648.828125,0.9302875140858247,0.9282909541386606,0.9707270796124812
ga,memory,raw,record,ga_arch_64_32_scaler_standard_opt_adam_batch_128_act_elu_drop_0.2,train,max_rss,100,464710.53283203125,465809.91015625,1205474.888671875,0.8781709158152846,0.8749102356982168,0.9795511999218902
ga,memory,raw,record,ga_arch_64_32_scaler_standard_opt_adam_batch_128_act_elu_drop_0.2,val,max_rss,100,294563.6051660156,241776.640625,1200082.875,11.24692280733169,0.8592856917851731,259.8107980332829
ga,memory,raw,record,ga_arch_64_32_scaler_standard_opt_adam_batch_128_act_elu_drop_0.3,test,max_rss,100,1528720.385234375,1516628.875,2455942.75,0.8919420401550369,0.8877030048733545,0.9539094462109348
ga,memory,raw,record,ga_arch_64_32_scaler_standard_opt_adam_batch_128_act_elu_drop_0.3,train,max_rss,100,428831.82828125,418573.09765625,1191858.2265625,0.8140495595928828,0.8197198736372711,0.9684865001645484
ga,memory,raw,record,ga_arch_64_32_scaler_standard_opt_adam_batch_128_act_elu_drop_0.3,val,max_rss,100,248230.59940597534,211524.38671875,655197.1640625,17.72140499542741,0.822920561042703,438.0107791225416
ga,memory,raw,record,ga_arch_64_32_scaler_standard_opt_adam_batch_128_act_relu_drop_0.2,test,max_rss,100,1625307.2566015625,1606619.76171875,2585782.8046875,0.9475611934995328,0.9461207518476845,0.9794177845966628
ga,memory,raw,record,ga_arch_64_32_scaler_standard_opt_adam_batch_128_act_relu_drop_0.2,train,max_rss,100,482562.97740234376,488464.44140625,1212808.3203125,0.9076315845114675,0.9012046950234448,0.9855102388289833
ga,memory,raw,record,ga_arch_64_32_scaler_standard_opt_adam_batch_128_act_relu_drop_0.2,val,max_rss,100,312141.8734375,259255.990234375,1341398.125,1.1288432939073163,0.8741414405314196,15.09155894199181
ga,memory,raw,record,ga_arch_64_32_scaler_standard_opt_adam_batch_128_act_relu_drop_0.3,test,max_rss,100,1594812.9133203125,1580619.9609375,2544923.390625,0.9295700789726712,0.92754874945694,0.9718711653105072
