method,target,feature_space,split_mode,grid_config_name,grid_config_path,config_architecture,config_scaler,config_optimizer,config_batch_size,config_activation,config_dropout,batch_size,dropout_rate,train_mae,val_mae,test_mae,train_error_std,val_error_std,test_error_std,epochs,train_mean_error_CPUTime,train_median_error_CPUTime,train_error_std_CPUTime,train_max_error_CPUTime,train_p95_abs_error_CPUTime,val_mean_error_CPUTime,val_median_error_CPUTime,val_error_std_CPUTime,val_max_error_CPUTime,val_p95_abs_error_CPUTime,test_mean_error_CPUTime,test_median_error_CPUTime,test_error_std_CPUTime,test_max_error_CPUTime,test_p95_abs_error_CPUTime,train_mean_error_max_rss,train_median_error_max_rss,train_error_std_max_rss,train_max_error_max_rss,train_p95_abs_error_max_rss,val_mean_error_max_rss,val_median_error_max_rss,val_error_std_max_rss,val_max_error_max_rss,val_p95_abs_error_max_rss,test_mean_error_max_rss,test_median_error_max_rss,test_error_std_max_rss,test_max_error_max_rss,test_p95_abs_error_max_rss
2dsa,cpu,raw,record,2dsa_arch_128_64_scaler_minmax_opt_adam_batch_128_act_elu_drop_0.2,server/run_2025_12_27/results/2dsa/cpu/raw/record/2dsa_arch_128_64_scaler_minmax_opt_adam_batch_128_act_elu_drop_0.2,128_64,minmax_opt_adam_batch_128_act_elu_drop_0,adam_batch_128_act_elu_drop_0,128,elu_drop_0,0.2,128,0.2,230.57538290856468,310.8340005338247,621.9277133136827,1380.4346570019488,1262.1474309663818,2301.31074059144,51,230.57538290856468,46.79663848876953,1380.4346570019488,246189.0615234375,844.570516967773,310.8340005338247,57.48362731933594,1262.1474309663818,65751.412109375,1110.78515625,621.9277133136827,47.95599365234375,2301.31074059144,75262.28515625,3249.8026367187517,,,,,,,,,,,,,,,
2dsa,cpu,raw,record,2dsa_arch_128_64_scaler_minmax_opt_adam_batch_128_act_elu_drop_0.3,server/run_2025_12_27/results/2dsa/cpu/raw/record/2dsa_arch_128_64_scaler_minmax_opt_adam_batch_128_act_elu_drop_0.3,128_64,minmax_opt_adam_batch_128_act_elu_drop_0,adam_batch_128_act_elu_drop_0,128,elu_drop_0,0.3,128,0.3,233.13203849193897,309.6553070275825,626.0254558151101,1375.705534050721,1249.7517458650084,2304.5306336547105,63,233.13203849193897,65.89952850341797,1375.705534050721,246807.1083984375,830.0977722167967,309.6553070275825,72.05498504638672,1249.7517458650084,65633.244140625,1109.9439086914062,626.0254558151101,47.585350036621094,2304.5306336547105,75103.86401367188,3359.553710937502,,,,,,,,,,,,,,,
2dsa,cpu,raw,record,2dsa_arch_128_64_scaler_minmax_opt_adam_batch_128_act_relu_drop_0.2,server/run_2025_12_27/results/2dsa/cpu/raw/record/2dsa_arch_128_64_scaler_minmax_opt_adam_batch_128_act_relu_drop_0.2,128_64,minmax_opt_adam_batch_128_act_relu_drop_0,adam_batch_128_act_relu_drop_0,128,relu_drop_0,0.2,128,0.2,241.3251871406668,302.35570123099126,594.4018600651538,1388.4458433447044,1322.318483979308,2273.2204035796785,35,241.3251871406668,37.54660987854004,1388.4458433447044,247997.26953125,896.0709289550772,302.35570123099126,42.54457092285156,1322.318483979308,69270.9912109375,995.2453117370604,594.4018600651538,45.758583068847656,2273.2204035796785,75651.65100097656,2812.820959472658,,,,,,,,,,,,,,,
2dsa,cpu,raw,record,2dsa_arch_128_64_scaler_minmax_opt_adam_batch_128_act_relu_drop_0.3,server/run_2025_12_27/results/2dsa/cpu/raw/record/2dsa_arch_128_64_scaler_minmax_opt_adam_batch_128_act_relu_drop_0.3,128_64,minmax_opt_adam_batch_128_act_relu_drop_0,adam_batch_128_act_relu_drop_0,128,relu_drop_0,0.3,128,0.3,218.64407753935143,289.57888532733085,578.0646394967803,1371.4234594111388,1324.4075274354475,2325.316473027838,49,218.64407753935143,30.88420867919922,1371.4234594111388,248262.28100585935,819.2359924316393,289.57888532733085,38.84540939331055,1324.4075274354475,68445.5185546875,970.9954223632812,578.0646394967803,41.446685791015625,2325.316473027838,76034.1376953125,2561.993750000001,,,,,,,,,,,,,,,
2dsa,cpu,raw,record,2dsa_arch_128_64_scaler_minmax_opt_adam_batch_64_act_elu_drop_0.2,server/run_2025_12_27/results/2dsa/cpu/raw/record/2dsa_arch_128_64_scaler_minmax_opt_adam_batch_64_act_elu_drop_0.2,128_64,minmax_opt_adam_batch_64_act_elu_drop_0,adam_batch_64_act_elu_drop_0,64,elu_drop_0,0.2,64,0.2,228.81195551194523,295.13147398140677,582.8821754052229,1390.3506742157397,1250.7076296886726,2254.9233920709858,38,228.81195551194523,43.14250946044922,1390.3506742157397,247196.64306640625,830.2283233642571,295.13147398140677,52.49182891845703,1250.7076296886726,66728.498046875,937.6826782226562,582.8821754052229,43.76304244995117,2254.9233920709858,75424.35791015625,2925.996484375006,,,,,,,,,,,,,,,
2dsa,cpu,raw,record,2dsa_arch_128_64_scaler_minmax_opt_adam_batch_64_act_elu_drop_0.3,server/run_2025_12_27/results/2dsa/cpu/raw/record/2dsa_arch_128_64_scaler_minmax_opt_adam_batch_64_act_elu_drop_0.3,128_64,minmax_opt_adam_batch_64_act_elu_drop_0,adam_batch_64_act_elu_drop_0,64,elu_drop_0,0.3,64,0.3,222.3842290363348,289.5214966488654,606.0296541741199,1373.0302977516158,1227.9063567652013,2341.3528529245596,55,222.3842290363348,52.324724197387695,1373.0302977516158,246798.642578125,825.2185791015615,289.5214966488654,63.664215087890625,1227.9063567652013,65865.06103515625,1041.0667724609375,606.0296541741199,47.677284240722656,2341.3528529245596,75555.89135742188,3024.721875000001,,,,,,,,,,,,,,,
2dsa,cpu,raw,record,2dsa_arch_128_64_scaler_minmax_opt_adam_batch_64_act_relu_drop_0.2,server/run_2025_12_27/results/2dsa/cpu/raw/record/2dsa_arch_128_64_scaler_minmax_opt_adam_batch_64_act_relu_drop_0.2,128_64,minmax_opt_adam_batch_64_act_relu_drop_0,adam_batch_64_act_relu_drop_0,64,relu_drop_0,0.2,64,0.2,209.25723575237456,268.55580684262725,546.5009242765929,1318.1474810901848,1255.0267344239082,2444.3559247715025,84,209.25723575237456,37.7830924987793,1318.1474810901848,246706.0517578125,774.6481750488276,268.55580684262725,39.37923431396485,1255.0267344239082,67703.5263671875,853.9635009765625,546.5009242765929,49.380889892578125,2444.3559247715025,119395.3828125,2319.4008789062527,,,,,,,,,,,,,,,
2dsa,cpu,raw,record,2dsa_arch_128_64_scaler_minmax_opt_adam_batch_64_act_relu_drop_0.3,server/run_2025_12_27/results/2dsa/cpu/raw/record/2dsa_arch_128_64_scaler_minmax_opt_adam_batch_64_act_relu_drop_0.3,128_64,minmax_opt_adam_batch_64_act_relu_drop_0,adam_batch_64_act_relu_drop_0,64,relu_drop_0,0.3,64,0.3,201.92808441087348,289.20717247951757,574.1798232841954,1311.591609338305,1282.7098778468053,2394.210304925697,78,201.92808441087348,29.60462188720703,1311.591609338305,245940.4423828125,748.3483215332021,289.20717247951757,60.47264862060547,1282.7098778468053,67965.130859375,879.60791015625,574.1798232841954,72.46788024902344,2394.210304925697,102755.765625,2418.291943359376,,,,,,,,,,,,,,,
2dsa,cpu,raw,record,2dsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_128_act_elu_drop_0.2,server/run_2025_12_27/results/2dsa/cpu/raw/record/2dsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_128_act_elu_drop_0.2,128_64,minmax_opt_rmsprop_batch_128_act_elu_drop_0,rmsprop_batch_128_act_elu_drop_0,128,elu_drop_0,0.2,128,0.2,219.92056021449508,306.34951385468906,684.6249714717615,1400.4977138376578,1221.9916586238062,2298.225501133748,62,219.92056021449508,50.003273010253906,1400.4977138376578,248310.33129882812,772.1888427734374,306.34951385468906,58.62614440917969,1221.9916586238062,68459.92431640625,1241.797138214111,684.6249714717615,58.55805206298828,2298.225501133748,75815.05187988281,3648.6335937500057,,,,,,,,,,,,,,,
2dsa,cpu,raw,record,2dsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_128_act_elu_drop_0.3,server/run_2025_12_27/results/2dsa/cpu/raw/record/2dsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_128_act_elu_drop_0.3,128_64,minmax_opt_rmsprop_batch_128_act_elu_drop_0,rmsprop_batch_128_act_elu_drop_0,128,elu_drop_0,0.3,128,0.3,215.8838276834832,287.5195322220474,581.885253037752,1429.4411821360045,1255.2595935902189,2190.807143832153,52,215.8838276834832,40.51823806762695,1429.4411821360045,249210.41259765625,803.2977111816402,287.5195322220474,51.464691162109375,1255.2595935902189,68706.4296875,1015.6525268554688,581.885253037752,42.048622131347656,2190.807143832153,75657.38146972656,2991.599609375002,,,,,,,,,,,,,,,
2dsa,cpu,raw,record,2dsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.2,server/run_2025_12_27/results/2dsa/cpu/raw/record/2dsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.2,128_64,minmax_opt_rmsprop_batch_128_act_relu_drop_0,rmsprop_batch_128_act_relu_drop_0,128,relu_drop_0,0.2,128,0.2,210.27577625755765,285.97935980672105,614.8515887006164,1424.1519674709475,1314.605470816507,2329.933771737284,35,210.27577625755765,31.187790870666504,1424.1519674709475,249261.4978027344,804.9626708984374,285.97935980672105,40.18939208984375,1314.605470816507,70005.81811523438,1017.43408203125,614.8515887006164,69.43359375,2329.933771737284,106678.9296875,3027.0528442382815,,,,,,,,,,,,,,,
2dsa,cpu,raw,record,2dsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.3,server/run_2025_12_27/results/2dsa/cpu/raw/record/2dsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.3,128_64,minmax_opt_rmsprop_batch_128_act_relu_drop_0,rmsprop_batch_128_act_relu_drop_0,128,relu_drop_0,0.3,128,0.3,222.8296821841533,297.464003610565,620.7610930631984,1440.43070486402,1328.25244961437,2316.3491371493974,35,222.8296821841533,31.72059917449951,1440.43070486402,249499.3377685547,828.3962158203119,297.464003610565,43.6314811706543,1328.25244961437,70935.94995117188,1024.008056640625,620.7610930631984,70.48670768737793,2316.3491371493974,104653.921875,2956.4010742187525,,,,,,,,,,,,,,,
2dsa,cpu,raw,record,2dsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.2,server/run_2025_12_27/results/2dsa/cpu/raw/record/2dsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.2,128_64,minmax_opt_rmsprop_batch_64_act_elu_drop_0,rmsprop_batch_64_act_elu_drop_0,64,elu_drop_0,0.2,64,0.2,207.36060174808657,293.57290231320377,659.0533057470287,1409.7160761660757,1246.009849503086,2256.055828409985,53,207.36060174808657,44.37172317504883,1409.7160761660757,248726.0517578125,732.4713592529291,293.57290231320377,54.94013214111328,1246.009849503086,68247.7470703125,1127.169677734375,659.0533057470287,56.419525146484375,2256.055828409985,76447.38879394531,3566.156640625002,,,,,,,,,,,,,,,
2dsa,cpu,raw,record,2dsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.3,server/run_2025_12_27/results/2dsa/cpu/raw/record/2dsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.3,128_64,minmax_opt_rmsprop_batch_64_act_elu_drop_0,rmsprop_batch_64_act_elu_drop_0,64,elu_drop_0,0.3,64,0.3,211.2623814591468,275.5329454801618,592.1305202919277,1411.4797602234694,1237.4070891912074,2190.611929569112,77,211.2623814591468,52.696197509765625,1411.4797602234694,248527.47338867188,683.1954498291009,275.5329454801618,62.070701599121094,1237.4070891912074,68476.45947265625,959.6151580810548,592.1305202919277,49.23253631591797,2190.611929569112,76253.7333984375,3019.6100097656263,,,,,,,,,,,,,,,
2dsa,cpu,raw,record,2dsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.2,server/run_2025_12_27/results/2dsa/cpu/raw/record/2dsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.2,128_64,minmax_opt_rmsprop_batch_64_act_relu_drop_0,rmsprop_batch_64_act_relu_drop_0,64,relu_drop_0,0.2,64,0.2,220.2212370223479,282.50125408497894,596.2176766919929,1454.594411606741,1341.1511119627685,2453.464563366113,27,220.2212370223479,30.490543365478516,1454.594411606741,249929.17504882812,806.2745544433593,282.50125408497894,34.03373718261719,1341.1511119627685,71637.66357421875,896.1731948852539,596.2176766919929,45.968475341796875,2453.464563366113,150579.90625,3041.7396972656275,,,,,,,,,,,,,,,
2dsa,cpu,raw,record,2dsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.3,server/run_2025_12_27/results/2dsa/cpu/raw/record/2dsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.3,128_64,minmax_opt_rmsprop_batch_64_act_relu_drop_0,rmsprop_batch_64_act_relu_drop_0,64,relu_drop_0,0.3,64,0.3,186.80333184719055,250.15826167967427,519.5880757356681,1355.33008517265,1235.792470809831,3212.9549359083467,100,186.80333184719055,30.411327362060547,1355.33008517265,248293.9978027344,683.1158569335929,250.15826167967427,36.01111602783203,1235.792470809831,68144.7509765625,733.8466186523438,519.5880757356681,36.68661117553711,3212.9549359083467,350387.1875,2133.9168945312535,,,,,,,,,,,,,,,
2dsa,cpu,raw,record,2dsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_elu_drop_0.2,server/run_2025_12_27/results/2dsa/cpu/raw/record/2dsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_elu_drop_0.2,128_64,standard_opt_adam_batch_128_act_elu_drop_0,adam_batch_128_act_elu_drop_0,128,elu_drop_0,0.2,128,0.2,218.26330791507797,332.27178308289143,585.3683936851255,1340.9268342117712,1331.8913840373016,2143.0060949388026,18,218.26330791507797,44.54951095581055,1340.9268342117712,244752.669921875,836.9669982910154,332.27178308289143,45.54948806762695,1331.8913840373016,66624.15283203125,1390.0758056640625,585.3683936851255,45.54951095581055,2143.0060949388026,74948.41967773438,2911.62119140625,,,,,,,,,,,,,,,
2dsa,cpu,raw,record,2dsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_elu_drop_0.3,server/run_2025_12_27/results/2dsa/cpu/raw/record/2dsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_elu_drop_0.3,128_64,standard_opt_adam_batch_128_act_elu_drop_0,adam_batch_128_act_elu_drop_0,128,elu_drop_0,0.3,128,0.3,214.8984905437906,330.2542120983515,547.6433840912871,1356.2433038085626,1353.2424056433397,2120.068876492929,17,214.8984905437906,21.607566833496097,1356.2433038085626,245654.30810546875,856.723527526855,330.2542120983515,31.19769287109375,1353.2424056433397,66772.7744140625,1300.6097412109375,547.6433840912871,52.92162132263184,2120.068876492929,74460.70190429688,2754.22822265625,,,,,,,,,,,,,,,
2dsa,cpu,raw,record,2dsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_relu_drop_0.2,server/run_2025_12_27/results/2dsa/cpu/raw/record/2dsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_relu_drop_0.2,128_64,standard_opt_adam_batch_128_act_relu_drop_0,adam_batch_128_act_relu_drop_0,128,relu_drop_0,0.2,128,0.2,216.88130330638276,294.45294085686277,516.700365395106,1351.2837029532582,1324.775244784155,2163.342557968987,43,216.88130330638276,32.85845470428467,1351.2837029532582,246791.095703125,836.5986846923827,294.45294085686277,49.39067840576172,1324.775244784155,71315.779296875,941.7175903320312,516.700365395106,53.99757385253906,2163.342557968987,75033.76098632812,2298.444287109378,,,,,,,,,,,,,,,
2dsa,cpu,raw,record,2dsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_relu_drop_0.3,server/run_2025_12_27/results/2dsa/cpu/raw/record/2dsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_relu_drop_0.3,128_64,standard_opt_adam_batch_128_act_relu_drop_0,adam_batch_128_act_relu_drop_0,128,relu_drop_0,0.3,128,0.3,215.2233129765227,285.5181483245598,529.4519718317122,1351.6115573943675,1344.7467518860096,2221.550420462902,55,215.2233129765227,30.98359489440918,1351.6115573943675,246278.23193359375,820.4896240234359,285.5181483245598,43.480695724487305,1344.7467518860096,72387.04052734375,899.6218566894531,529.4519718317122,78.45306396484375,2221.550420462902,74927.30078125,2304.690673828125,,,,,,,,,,,,,,,
2dsa,cpu,raw,record,2dsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_elu_drop_0.2,server/run_2025_12_27/results/2dsa/cpu/raw/record/2dsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_elu_drop_0.2,128_64,standard_opt_adam_batch_64_act_elu_drop_0,adam_batch_64_act_elu_drop_0,64,elu_drop_0,0.2,64,0.2,209.92024577856856,325.3238879940493,583.1349951602508,1320.6159421716766,1333.6298462104037,2163.3388659211223,18,209.92024577856856,31.993091583251953,1320.6159421716766,243865.64794921875,794.3402832031243,325.3238879940493,33.006900787353516,1333.6298462104037,64669.4306640625,1393.1193237304688,583.1349951602508,49.00876235961914,2163.3388659211223,75435.98364257812,2928.358251953125,,,,,,,,,,,,,,,
2dsa,cpu,raw,record,2dsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_elu_drop_0.3,server/run_2025_12_27/results/2dsa/cpu/raw/record/2dsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_elu_drop_0.3,128_64,standard_opt_adam_batch_64_act_elu_drop_0,adam_batch_64_act_elu_drop_0,64,elu_drop_0,0.3,64,0.3,210.23165749546683,304.5143776926571,529.4524122962382,1353.6550774879076,1354.6758151483957,2127.0081812075464,15,210.23165749546683,23.688201904296875,1353.6550774879076,246164.42431640625,821.5219192504877,304.5143776926571,25.587825775146484,1354.6758151483957,66828.28076171875,1153.2078247070312,529.4524122962382,44.058048248291016,2127.0081812075464,75079.39965820312,2647.9006835937507,,,,,,,,,,,,,,,
2dsa,cpu,raw,record,2dsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_relu_drop_0.2,server/run_2025_12_27/results/2dsa/cpu/raw/record/2dsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_relu_drop_0.2,128_64,standard_opt_adam_batch_64_act_relu_drop_0,adam_batch_64_act_relu_drop_0,64,relu_drop_0,0.2,64,0.2,221.8062576352222,310.78081169091627,573.543848760838,1327.784892538495,1311.504065848823,2217.1471273499064,56,221.8062576352222,32.8320894241333,1327.784892538495,245674.001953125,867.6029907226558,310.78081169091627,58.80873107910156,1311.504065848823,70265.0751953125,1046.12109375,573.543848760838,66.93798065185547,2217.1471273499064,75521.92358398438,2716.643505859376,,,,,,,,,,,,,,,
2dsa,cpu,raw,record,2dsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_relu_drop_0.3,server/run_2025_12_27/results/2dsa/cpu/raw/record/2dsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_relu_drop_0.3,128_64,standard_opt_adam_batch_64_act_relu_drop_0,adam_batch_64_act_relu_drop_0,64,relu_drop_0,0.3,64,0.3,223.43286268257225,297.25124000522084,557.0366992836931,1361.7791640518858,1345.708115340884,2177.992409107372,44,223.43286268257225,28.031700134277344,1361.7791640518858,247036.39599609375,869.563067626953,297.25124000522084,45.11298370361328,1345.708115340884,71833.82421875,1034.7267541885376,557.0366992836931,69.718017578125,2177.992409107372,74700.09326171875,2473.547753906254,,,,,,,,,,,,,,,
2dsa,cpu,raw,record,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_elu_drop_0.2,server/run_2025_12_27/results/2dsa/cpu/raw/record/2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_elu_drop_0.2,128_64,standard_opt_rmsprop_batch_128_act_elu_drop_0,rmsprop_batch_128_act_elu_drop_0,128,elu_drop_0,0.2,128,0.2,196.82518623831209,280.3465499875462,532.6583080734342,1353.7265749587336,1282.089073776392,2131.2817574309433,30,196.82518623831209,39.843257904052734,1353.7265749587336,245625.77587890625,706.3109558105468,280.3465499875462,40.843257904052734,1282.089073776392,68077.39453125,1129.8459777832031,532.6583080734342,57.89289855957031,2131.2817574309433,76516.58764648438,2457.4923339843763,,,,,,,,,,,,,,,
2dsa,cpu,raw,record,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_elu_drop_0.3,server/run_2025_12_27/results/2dsa/cpu/raw/record/2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_elu_drop_0.3,128_64,standard_opt_rmsprop_batch_128_act_elu_drop_0,rmsprop_batch_128_act_elu_drop_0,128,elu_drop_0,0.3,128,0.3,195.10348475395696,271.9565780888594,528.8628004583674,1361.3097745356315,1305.381575605957,2146.7961864372496,34,195.10348475395696,39.125431060791016,1361.3097745356315,245372.2587890625,697.8513122558593,271.9565780888594,40.05560302734375,1305.381575605957,69100.5703125,971.614288330078,528.8628004583674,42.62955474853515,2146.7961864372496,76557.8656616211,2612.5138671875047,,,,,,,,,,,,,,,
2dsa,cpu,raw,record,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_relu_drop_0.2,server/run_2025_12_27/results/2dsa/cpu/raw/record/2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_relu_drop_0.2,128_64,standard_opt_rmsprop_batch_128_act_relu_drop_0,rmsprop_batch_128_act_relu_drop_0,128,relu_drop_0,0.2,128,0.2,192.71675936688237,322.6371792630765,611.9853503961148,3990.9962806555873,1313.8605725614132,2209.981845385367,55,192.71675936688237,30.04971694946289,3990.9962806555873,1669031.0,686.9786447525024,322.6371792630765,61.96607971191406,1313.8605725614132,70233.46557617188,1171.5897216796875,611.9853503961148,75.43548583984375,2209.981845385367,76739.97143554688,2989.99233398438,,,,,,,,,,,,,,,
2dsa,cpu,raw,record,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_relu_drop_0.3,server/run_2025_12_27/results/2dsa/cpu/raw/record/2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_relu_drop_0.3,128_64,standard_opt_rmsprop_batch_128_act_relu_drop_0,rmsprop_batch_128_act_relu_drop_0,128,relu_drop_0,0.3,128,0.3,193.2088872924948,307.25603415738277,611.0493521286695,4538.038455818134,1322.1997173504978,2201.811452803825,50,193.2088872924948,30.054767608642575,4538.038455818134,1925450.0,652.8465576171875,307.25603415738277,46.33547496795654,1322.1997173504978,70910.69750976562,963.1945419311523,611.0493521286695,68.16246032714844,2201.811452803825,76566.09100341797,3060.1805175781265,,,,,,,,,,,,,,,
2dsa,cpu,raw,record,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_elu_drop_0.2,server/run_2025_12_27/results/2dsa/cpu/raw/record/2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_elu_drop_0.2,128_64,standard_opt_rmsprop_batch_64_act_elu_drop_0,rmsprop_batch_64_act_elu_drop_0,64,elu_drop_0,0.2,64,0.2,198.572142465253,282.8583567743875,540.3775242268289,1363.795670371387,1302.6335443049468,2125.6548699265913,25,198.572142465253,32.281402587890625,1363.795670371387,245846.830078125,725.1752929687498,282.8583567743875,40.33314514160156,1302.6335443049468,68675.56787109375,1111.5823822021484,540.3775242268289,51.271705627441406,2125.6548699265913,76555.24890136719,2608.846801757813,,,,,,,,,,,,,,,
2dsa,cpu,raw,record,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_elu_drop_0.3,server/run_2025_12_27/results/2dsa/cpu/raw/record/2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_elu_drop_0.3,128_64,standard_opt_rmsprop_batch_64_act_elu_drop_0,rmsprop_batch_64_act_elu_drop_0,64,elu_drop_0,0.3,64,0.3,194.2707172474664,275.734409425644,532.8470912336016,1372.6004144133417,1312.8093444970727,2147.9982979087044,28,194.2707172474664,34.08911895751953,1372.6004144133417,245521.107421875,686.1144329071042,275.734409425644,45.955535888671875,1312.8093444970727,70464.69458007812,920.10107421875,532.8470912336016,50.486114501953125,2147.9982979087044,76632.53930664062,2604.5338867187515,,,,,,,,,,,,,,,
2dsa,cpu,raw,record,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_relu_drop_0.2,server/run_2025_12_27/results/2dsa/cpu/raw/record/2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_relu_drop_0.2,128_64,standard_opt_rmsprop_batch_64_act_relu_drop_0,rmsprop_batch_64_act_relu_drop_0,64,relu_drop_0,0.2,64,0.2,191.87488535894855,316.8754511556394,573.6655328145852,3701.2942521421865,1318.0496105130044,2215.4790422214423,34,191.87488535894855,29.569812774658203,3701.2942521421865,1526646.0,666.2819454193115,316.8754511556394,60.979448318481445,1318.0496105130044,70826.529296875,1104.3038330078125,573.6655328145852,62.29240417480469,2215.4790422214423,76702.50830078125,2688.353857421875,,,,,,,,,,,,,,,
2dsa,cpu,raw,record,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_relu_drop_0.3,server/run_2025_12_27/results/2dsa/cpu/raw/record/2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_relu_drop_0.3,128_64,standard_opt_rmsprop_batch_64_act_relu_drop_0,rmsprop_batch_64_act_relu_drop_0,64,relu_drop_0,0.3,64,0.3,172.8280419940023,269.6105142181817,562.6618852397985,5345.147722449027,1284.700725503913,2180.474706499316,60,172.8280419940023,30.939422607421875,5345.147722449027,2303721.25,525.7671936035151,269.6105142181817,50.24353790283203,1284.700725503913,71330.97216796875,844.2493286132812,562.6618852397985,48.42594909667969,2180.474706499316,76678.73260498047,2585.5240234375024,,,,,,,,,,,,,,,
2dsa,cpu,raw,record,2dsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_elu_drop_0.2,server/run_2025_12_27/results/2dsa/cpu/raw/record/2dsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_elu_drop_0.2,64_32,minmax_opt_adam_batch_128_act_elu_drop_0,adam_batch_128_act_elu_drop_0,128,elu_drop_0,0.2,128,0.2,228.8907692042835,295.1333263777735,604.5509521674468,1384.7308991756972,1282.476274938199,2271.048152212169,60,228.8907692042835,55.87967300415039,1384.7308991756972,244571.919921875,819.2526199340816,295.1333263777735,59.14688491821289,1282.476274938199,67480.4716796875,1022.5559387207032,604.5509521674468,37.68326568603515,2271.048152212169,75259.07934570312,3068.589062500003,,,,,,,,,,,,,,,
2dsa,cpu,raw,record,2dsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_elu_drop_0.3,server/run_2025_12_27/results/2dsa/cpu/raw/record/2dsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_elu_drop_0.3,64_32,minmax_opt_adam_batch_128_act_elu_drop_0,adam_batch_128_act_elu_drop_0,128,elu_drop_0,0.3,128,0.3,239.44768398060015,309.31269550478277,587.2532525553721,1390.0666200764988,1296.7359488215527,2213.5807252652435,63,239.44768398060015,78.85772705078125,1390.0666200764988,244894.1494140625,783.8006599426268,309.31269550478277,79.18624877929688,1296.7359488215527,67566.5546875,1032.145751953125,587.2532525553721,75.85772705078125,2213.5807252652435,75387.18505859375,2916.3714355468796,,,,,,,,,,,,,,,
2dsa,cpu,raw,record,2dsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_relu_drop_0.2,server/run_2025_12_27/results/2dsa/cpu/raw/record/2dsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_relu_drop_0.2,64_32,minmax_opt_adam_batch_128_act_relu_drop_0,adam_batch_128_act_relu_drop_0,128,relu_drop_0,0.2,128,0.2,230.289405577764,304.5679995852288,623.0270810054465,1375.2953482515993,1328.2236906782734,2307.467126787744,61,230.289405577764,34.12299728393555,1375.2953482515993,248029.0546875,851.767601776123,304.5679995852288,41.377742767333984,1328.2236906782734,68158.0107421875,1084.448616027832,623.0270810054465,78.47952270507812,2307.467126787744,75832.99389648438,2823.849609375002,,,,,,,,,,,,,,,
