method,target,feature_space,split_mode,grid_config_name,grid_config_path,config_architecture,config_scaler,config_optimizer,config_batch_size,config_activation,config_dropout,batch_size,dropout_rate,train_mae,val_mae,test_mae,train_error_std,val_error_std,test_error_std,epochs,train_mean_error_CPUTime,train_median_error_CPUTime,train_error_std_CPUTime,train_max_error_CPUTime,train_p95_abs_error_CPUTime,val_mean_error_CPUTime,val_median_error_CPUTime,val_error_std_CPUTime,val_max_error_CPUTime,val_p95_abs_error_CPUTime,test_mean_error_CPUTime,test_median_error_CPUTime,test_error_std_CPUTime,test_max_error_CPUTime,test_p95_abs_error_CPUTime,train_mean_error_max_rss,train_median_error_max_rss,train_error_std_max_rss,train_max_error_max_rss,train_p95_abs_error_max_rss,val_mean_error_max_rss,val_median_error_max_rss,val_error_std_max_rss,val_max_error_max_rss,val_p95_abs_error_max_rss,test_mean_error_max_rss,test_median_error_max_rss,test_error_std_max_rss,test_max_error_max_rss,test_p95_abs_error_max_rss
2dsa,cpu,raw,temporal,2dsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.3,server/run_2025_12_27/results/2dsa/cpu/raw/temporal/2dsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.3,128_64,minmax_opt_rmsprop_batch_64_act_elu_drop_0,rmsprop_batch_64_act_elu_drop_0,64,elu_drop_0,0.3,64,0.3,247.46228659776227,497.76897514252,368.2138080266269,1209.7931984003085,1758.6431832830297,2283.1132681365693,83,247.46228659776227,69.55369567871094,1209.7931984003085,171669.24072265625,872.012292480468,497.76897514252,103.6154556274414,1758.6431832830297,63740.4931640625,1930.511962890625,368.2138080266269,201.4580535888672,2283.1132681365693,248130.2404785156,894.6023742675782,,,,,,,,,,,,,,,
2dsa,cpu,raw,temporal,2dsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.2,server/run_2025_12_27/results/2dsa/cpu/raw/temporal/2dsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.2,128_64,minmax_opt_rmsprop_batch_64_act_relu_drop_0,rmsprop_batch_64_act_relu_drop_0,64,relu_drop_0,0.2,64,0.2,187.147171501133,453.9383610716452,298.52879297303446,1204.1257894376088,1758.3169904665333,2288.608158122237,97,187.147171501133,26.140579223632812,1204.1257894376088,171720.68408203125,599.2902473449707,453.9383610716452,74.78593444824219,1758.3169904665333,52165.48828125,1489.1710205078125,298.52879297303446,100.50186157226562,2288.608158122237,249115.50366210935,799.628271484375,,,,,,,,,,,,,,,
2dsa,cpu,raw,temporal,2dsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.3,server/run_2025_12_27/results/2dsa/cpu/raw/temporal/2dsa_arch_128_64_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.3,128_64,minmax_opt_rmsprop_batch_64_act_relu_drop_0,rmsprop_batch_64_act_relu_drop_0,64,relu_drop_0,0.3,64,0.3,190.9708938829663,455.79312485902193,307.04544498751466,1206.8325287209184,1763.408549154644,2300.360551865675,90,190.9708938829663,29.00086212158203,1206.8325287209184,170264.65771484375,618.9763427734374,455.79312485902193,84.79515075683594,1763.408549154644,59504.400390625,1531.830451965332,307.04544498751466,118.46990966796876,2300.360551865675,248992.0498046875,864.5915893554687,,,,,,,,,,,,,,,
2dsa,cpu,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_elu_drop_0.2,server/run_2025_12_27/results/2dsa/cpu/raw/temporal/2dsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_elu_drop_0.2,128_64,standard_opt_adam_batch_128_act_elu_drop_0,adam_batch_128_act_elu_drop_0,128,elu_drop_0,0.2,128,0.2,227.82698413245652,449.6216450849806,271.36809785709335,1163.4492742885764,1774.1396078357002,2234.973683947574,21,227.82698413245652,51.75094223022461,1163.4492742885764,167801.74609375,895.840898895263,449.6216450849806,54.65809631347656,1774.1396078357002,65628.0029296875,2081.70654296875,271.36809785709335,49.24905776977539,2234.973683947574,248000.00366210935,1048.4569580078128,,,,,,,,,,,,,,,
2dsa,cpu,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_elu_drop_0.3,server/run_2025_12_27/results/2dsa/cpu/raw/temporal/2dsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_elu_drop_0.3,128_64,standard_opt_adam_batch_128_act_elu_drop_0,adam_batch_128_act_elu_drop_0,128,elu_drop_0,0.3,128,0.3,220.97954838536504,438.43928420260727,264.1043660676216,1164.4156040753874,1776.3002782202343,2241.5599204809323,22,220.97954838536504,37.91253662109375,1164.4156040753874,167746.6142578125,885.7754425048827,438.43928420260727,53.21979141235352,1776.3002782202343,66325.9755859375,1928.87646484375,264.1043660676216,42.5377197265625,2241.5599204809323,248243.03051757812,1054.8221313476572,,,,,,,,,,,,,,,
2dsa,cpu,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_relu_drop_0.2,server/run_2025_12_27/results/2dsa/cpu/raw/temporal/2dsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_relu_drop_0.2,128_64,standard_opt_adam_batch_128_act_relu_drop_0,adam_batch_128_act_relu_drop_0,128,relu_drop_0,0.2,128,0.2,227.58261864223837,590.2018452569846,760.7924112694581,1200.4918820697887,1825.2091165053555,2363.508234655457,35,227.58261864223837,47.273040771484375,1200.4918820697887,170311.33203125,871.1520080566403,590.2018452569846,149.24801635742188,1825.2091165053555,69923.7900390625,2080.4952392578125,760.7924112694581,494.33404541015625,2363.508234655457,249898.0684814453,2424.870800781251,,,,,,,,,,,,,,,
2dsa,cpu,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_relu_drop_0.3,server/run_2025_12_27/results/2dsa/cpu/raw/temporal/2dsa_arch_128_64_scaler_standard_opt_adam_batch_128_act_relu_drop_0.3,128_64,standard_opt_adam_batch_128_act_relu_drop_0,adam_batch_128_act_relu_drop_0,128,relu_drop_0,0.3,128,0.3,231.35715182344924,511.0145459273425,491.7443320357387,1237.9374283258253,1845.652948168145,2344.070455031129,28,231.35715182344924,41.87135314941406,1237.9374283258253,171715.75927734375,945.2993621826172,511.0145459273425,127.89875030517578,1845.652948168145,71522.68408203125,1810.672119140625,491.7443320357387,175.60231018066406,2344.070455031129,250379.2243652344,1512.55712890625,,,,,,,,,,,,,,,
2dsa,cpu,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_elu_drop_0.2,server/run_2025_12_27/results/2dsa/cpu/raw/temporal/2dsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_elu_drop_0.2,128_64,standard_opt_adam_batch_64_act_elu_drop_0,adam_batch_64_act_elu_drop_0,64,elu_drop_0,0.2,64,0.2,222.8787837407809,460.6308095386579,277.5673841287962,1138.100515791346,1767.6328575004952,2224.0529445136353,22,222.8787837407809,41.15129089355469,1138.100515791346,166684.4130859375,908.9718475341796,460.6308095386579,51.1524658203125,1767.6328575004952,63820.05859375,2178.2525024414062,277.5673841287962,46.7815055847168,2224.0529445136353,247672.48071289065,1110.388188171387,,,,,,,,,,,,,,,
2dsa,cpu,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_elu_drop_0.3,server/run_2025_12_27/results/2dsa/cpu/raw/temporal/2dsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_elu_drop_0.3,128_64,standard_opt_adam_batch_64_act_elu_drop_0,adam_batch_64_act_elu_drop_0,64,elu_drop_0,0.3,64,0.3,222.10668276033712,442.96570829606975,279.15127606309244,1168.9131483104077,1773.3615923346906,2243.9267313230193,19,222.10668276033712,46.22322082519531,1168.9131483104077,169372.3662109375,883.7610412597653,442.96570829606975,56.67658233642578,1773.3615923346906,65725.0654296875,2020.5304718017576,279.15127606309244,54.55020904541016,2243.9267313230193,247676.50537109375,1057.386352539063,,,,,,,,,,,,,,,
2dsa,cpu,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_relu_drop_0.2,server/run_2025_12_27/results/2dsa/cpu/raw/temporal/2dsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_relu_drop_0.2,128_64,standard_opt_adam_batch_64_act_relu_drop_0,adam_batch_64_act_relu_drop_0,64,relu_drop_0,0.2,64,0.2,237.12784875826483,521.8291091386428,486.0936087187612,1233.6976495289828,1848.035866535891,2346.990258240772,18,237.12784875826483,42.42236328125,1233.6976495289828,171653.689453125,924.8397216796876,521.8291091386428,136.54330444335938,1848.035866535891,71522.11669921875,1810.023681640625,486.0936087187612,208.36181640625,2346.990258240772,250488.1166381836,1934.9058593750003,,,,,,,,,,,,,,,
2dsa,cpu,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_relu_drop_0.3,server/run_2025_12_27/results/2dsa/cpu/raw/temporal/2dsa_arch_128_64_scaler_standard_opt_adam_batch_64_act_relu_drop_0.3,128_64,standard_opt_adam_batch_64_act_relu_drop_0,adam_batch_64_act_relu_drop_0,64,relu_drop_0,0.3,64,0.3,238.95393019026213,527.0965501357873,647.0062824312628,1297.1758031341978,1854.254111454579,2364.758485172542,23,238.95393019026213,45.5894775390625,1297.1758031341978,182454.421875,981.1628265380858,527.0965501357873,125.18763732910156,1854.254111454579,71169.25390625,1796.026611328125,647.0062824312628,317.4443359375,2364.758485172542,250454.53564453125,2168.5806152343753,,,,,,,,,,,,,,,
2dsa,cpu,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_elu_drop_0.2,server/run_2025_12_27/results/2dsa/cpu/raw/temporal/2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_elu_drop_0.2,128_64,standard_opt_rmsprop_batch_128_act_elu_drop_0,rmsprop_batch_128_act_elu_drop_0,128,elu_drop_0,0.2,128,0.2,219.2837576098886,453.7003825534439,279.58027357581005,1199.6876459475625,1760.1648701445909,2267.1603798921033,23,219.2837576098886,42.228912353515625,1199.6876459475625,176171.271484375,840.7533432006834,453.7003825534439,48.15687561035156,1760.1648701445909,66497.1083984375,1844.3134765625,279.58027357581005,37.228912353515625,2267.1603798921033,247899.84692382812,1030.946057128907,,,,,,,,,,,,,,,
2dsa,cpu,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_elu_drop_0.3,server/run_2025_12_27/results/2dsa/cpu/raw/temporal/2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_elu_drop_0.3,128_64,standard_opt_rmsprop_batch_128_act_elu_drop_0,rmsprop_batch_128_act_elu_drop_0,128,elu_drop_0,0.3,128,0.3,229.5740738420123,542.4859239499516,287.58509524078363,1220.9045515414343,1787.2310699519514,2296.599908797663,18,229.5740738420123,32.27617645263672,1220.9045515414343,176332.67736816406,971.933056640624,542.4859239499516,128.2768383026123,1787.2310699519514,69171.8359375,1906.25390625,287.58509524078363,32.27618885040283,2296.599908797663,248659.07055664065,956.0229095458992,,,,,,,,,,,,,,,
2dsa,cpu,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_relu_drop_0.2,server/run_2025_12_27/results/2dsa/cpu/raw/temporal/2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_relu_drop_0.2,128_64,standard_opt_rmsprop_batch_128_act_relu_drop_0,rmsprop_batch_128_act_relu_drop_0,128,relu_drop_0,0.2,128,0.2,230.85015351482227,497.7044360929834,398.6283948114181,1727.9436388795257,1869.932966994352,2330.9614614294587,21,230.85015351482227,39.27864247560501,1727.9436388795257,531185.5,862.0042190551757,497.7044360929834,112.5238037109375,1869.932966994352,72210.69921875,1662.6489868164062,398.6283948114181,236.76840209960935,2330.9614614294587,250388.02014160156,860.7510070800791,,,,,,,,,,,,,,,
2dsa,cpu,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_relu_drop_0.3,server/run_2025_12_27/results/2dsa/cpu/raw/temporal/2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_128_act_relu_drop_0.3,128_64,standard_opt_rmsprop_batch_128_act_relu_drop_0,rmsprop_batch_128_act_relu_drop_0,128,relu_drop_0,0.3,128,0.3,238.13286982006125,553.6523252180704,462.0667256458991,1478.3580633040206,1870.4338554548513,2334.896362005058,21,238.13286982006125,46.05988025665283,1478.3580633040206,352195.90625,909.1807861328124,553.6523252180704,158.78897094726562,1870.4338554548513,72550.05419921875,1809.1649169921875,462.0667256458991,265.1533203125,2334.896362005058,250411.1701660156,1046.4913574218751,,,,,,,,,,,,,,,
2dsa,cpu,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_elu_drop_0.2,server/run_2025_12_27/results/2dsa/cpu/raw/temporal/2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_elu_drop_0.2,128_64,standard_opt_rmsprop_batch_64_act_elu_drop_0,rmsprop_batch_64_act_elu_drop_0,64,elu_drop_0,0.2,64,0.2,221.9847821922091,588.3916853449401,287.0247522769285,1224.938414872977,1813.276038961377,2297.4765990952505,17,221.9847821922091,27.26406478881836,1224.938414872977,175669.8651123047,831.6540557861324,588.3916853449401,104.78252410888672,1813.276038961377,68057.732421875,2335.3253173828125,287.0247522769285,28.742267608642575,2297.4765990952505,248288.19897460935,960.9158691406255,,,,,,,,,,,,,,,
2dsa,cpu,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_elu_drop_0.3,server/run_2025_12_27/results/2dsa/cpu/raw/temporal/2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_elu_drop_0.3,128_64,standard_opt_rmsprop_batch_64_act_elu_drop_0,rmsprop_batch_64_act_elu_drop_0,64,elu_drop_0,0.3,64,0.3,216.4938911627259,559.1337455769387,282.86318805149153,1228.2344411749025,1825.7599460323256,2317.6996500688624,18,216.4938911627259,26.794631958007812,1228.2344411749025,175502.74243164062,813.7680480957031,559.1337455769387,71.2049560546875,1825.7599460323256,69670.4443359375,2260.543701171875,282.86318805149153,22.794631958007812,2317.6996500688624,248349.4833984375,988.8024169921878,,,,,,,,,,,,,,,
2dsa,cpu,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_relu_drop_0.2,server/run_2025_12_27/results/2dsa/cpu/raw/temporal/2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_relu_drop_0.2,128_64,standard_opt_rmsprop_batch_64_act_relu_drop_0,rmsprop_batch_64_act_relu_drop_0,64,relu_drop_0,0.2,64,0.2,217.20795283683665,540.465126228328,399.46978370965786,1292.9973434441847,1845.803811732362,2330.472014883426,20,217.20795283683665,45.02264595031738,1292.9973434441847,178593.234375,774.99267578125,540.465126228328,129.782958984375,1845.803811732362,71032.75048828125,1704.7277221679688,399.46978370965786,180.5923767089844,2330.472014883426,250074.01440429688,971.3751373291016,,,,,,,,,,,,,,,
2dsa,cpu,raw,temporal,2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_relu_drop_0.3,server/run_2025_12_27/results/2dsa/cpu/raw/temporal/2dsa_arch_128_64_scaler_standard_opt_rmsprop_batch_64_act_relu_drop_0.3,128_64,standard_opt_rmsprop_batch_64_act_relu_drop_0,rmsprop_batch_64_act_relu_drop_0,64,relu_drop_0,0.3,64,0.3,241.83293858940215,513.5585269247063,395.1410326420247,1456.3980423087366,1884.759603236621,2344.910712879631,17,241.83293858940215,42.10286235809326,1456.3980423087366,304336.1875,926.6063354492184,513.5585269247063,121.3926601409912,1884.759603236621,72462.91943359375,1614.7296752929688,395.1410326420247,184.40081787109375,2344.910712879631,250353.69506835935,938.8869628906252,,,,,,,,,,,,,,,
2dsa,cpu,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_elu_drop_0.2,server/run_2025_12_27/results/2dsa/cpu/raw/temporal/2dsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_elu_drop_0.2,64_32,minmax_opt_adam_batch_128_act_elu_drop_0,adam_batch_128_act_elu_drop_0,128,elu_drop_0,0.2,128,0.2,272.24174584518914,568.9782345991908,705.468820819706,1331.8250149052042,1974.0621101022712,2413.2513256809884,16,272.24174584518914,43.399803161621094,1331.8250149052042,173936.22045898438,1193.472259521484,568.9782345991908,157.71835327148438,1974.0621101022712,73267.97265625,2288.7393798828125,705.468820819706,387.9671020507813,2413.2513256809884,250945.568359375,2203.62548828125,,,,,,,,,,,,,,,
2dsa,cpu,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_elu_drop_0.3,server/run_2025_12_27/results/2dsa/cpu/raw/temporal/2dsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_elu_drop_0.3,64_32,minmax_opt_adam_batch_128_act_elu_drop_0,adam_batch_128_act_elu_drop_0,128,elu_drop_0,0.3,128,0.3,269.23460319590845,557.8272328013907,676.1387603992525,1332.098705903605,1974.234583258991,2415.788003280778,18,269.23460319590845,38.87344551086426,1332.098705903605,173947.20166015625,1224.2997955322262,557.8272328013907,136.23989868164062,1974.234583258991,73328.0537109375,2264.593505859375,676.1387603992525,326.2303771972656,2415.788003280778,250997.15786743164,2188.49873046875,,,,,,,,,,,,,,,
2dsa,cpu,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_relu_drop_0.2,server/run_2025_12_27/results/2dsa/cpu/raw/temporal/2dsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_relu_drop_0.2,64_32,minmax_opt_adam_batch_128_act_relu_drop_0,adam_batch_128_act_relu_drop_0,128,relu_drop_0,0.2,128,0.2,242.3842227300992,489.42747696302246,544.1985074407398,1250.4397379327595,1941.854982248071,2390.3797178039126,39,242.3842227300992,41.839996337890625,1250.4397379327595,171837.59033203125,987.7658935546854,489.42747696302246,81.0968017578125,1941.854982248071,70065.84375,2130.631591796875,544.1985074407398,162.29153442382812,2390.3797178039126,250384.26293945312,2085.5192138671873,,,,,,,,,,,,,,,
2dsa,cpu,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_relu_drop_0.3,server/run_2025_12_27/results/2dsa/cpu/raw/temporal/2dsa_arch_64_32_scaler_minmax_opt_adam_batch_128_act_relu_drop_0.3,64_32,minmax_opt_adam_batch_128_act_relu_drop_0,adam_batch_128_act_relu_drop_0,128,relu_drop_0,0.3,128,0.3,254.40296227280683,526.17197526188,651.3953406293298,1257.794994330825,1949.8873778216823,2402.2741097879125,39,254.40296227280683,60.21183395385742,1257.794994330825,172022.51220703125,995.7685180664058,526.17197526188,88.24113464355469,1949.8873778216823,69468.9169921875,2179.78369140625,651.3953406293298,302.5805358886719,2402.2741097879125,250493.57891845703,2259.884521484375,,,,,,,,,,,,,,,
2dsa,cpu,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_adam_batch_64_act_elu_drop_0.2,server/run_2025_12_27/results/2dsa/cpu/raw/temporal/2dsa_arch_64_32_scaler_minmax_opt_adam_batch_64_act_elu_drop_0.2,64_32,minmax_opt_adam_batch_64_act_elu_drop_0,adam_batch_64_act_elu_drop_0,64,elu_drop_0,0.2,64,0.2,229.16626451376823,432.49500666743506,308.77944204974574,1170.6230933875088,1789.7642513186,2302.475629498455,83,229.16626451376823,55.96475982666016,1170.6230933875088,170294.23046875,796.594239044188,432.49500666743506,58.96475982666016,1789.7642513186,65810.24609375,1767.9283447265625,308.77944204974574,105.49662017822266,2302.475629498455,249029.1875,874.6742919921887,,,,,,,,,,,,,,,
2dsa,cpu,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_adam_batch_64_act_elu_drop_0.3,server/run_2025_12_27/results/2dsa/cpu/raw/temporal/2dsa_arch_64_32_scaler_minmax_opt_adam_batch_64_act_elu_drop_0.3,64_32,minmax_opt_adam_batch_64_act_elu_drop_0,adam_batch_64_act_elu_drop_0,64,elu_drop_0,0.3,64,0.3,249.11349649523737,469.8245010765424,400.443143993063,1182.5880322516684,1795.271022935629,2312.9606510381486,94,249.11349649523737,90.24615478515624,1182.5880322516684,170651.25341796875,794.7041889190667,469.8245010765424,94.24615478515624,1795.271022935629,66756.0087890625,1699.664306640625,400.443143993063,199.72299194335935,2312.9606510381486,249118.61791992188,1052.1791259765632,,,,,,,,,,,,,,,
2dsa,cpu,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_adam_batch_64_act_relu_drop_0.2,server/run_2025_12_27/results/2dsa/cpu/raw/temporal/2dsa_arch_64_32_scaler_minmax_opt_adam_batch_64_act_relu_drop_0.2,64_32,minmax_opt_adam_batch_64_act_relu_drop_0,adam_batch_64_act_relu_drop_0,64,relu_drop_0,0.2,64,0.2,255.03829983205284,503.60276378595046,529.6277704102025,1270.2333451852128,1948.2497036909544,2373.5685709797267,26,255.03829983205284,35.04412078857422,1270.2333451852128,172099.36474609375,1072.263958740234,503.60276378595046,97.77249145507812,1948.2497036909544,70698.91162109375,1936.7294921875,529.6277704102025,251.07208251953125,2373.5685709797267,250601.9873046875,1740.7399291992188,,,,,,,,,,,,,,,
2dsa,cpu,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_adam_batch_64_act_relu_drop_0.3,server/run_2025_12_27/results/2dsa/cpu/raw/temporal/2dsa_arch_64_32_scaler_minmax_opt_adam_batch_64_act_relu_drop_0.3,64_32,minmax_opt_adam_batch_64_act_relu_drop_0,adam_batch_64_act_relu_drop_0,64,relu_drop_0,0.3,64,0.3,240.07337650593067,508.7343040130792,605.2980327343404,1264.0989494755838,1958.1110212785463,2395.9988450399196,32,240.07337650593067,35.223350524902344,1264.0989494755838,172146.56591796875,1021.124755859375,508.7343040130792,58.98388671875,1958.1110212785463,70079.49609375,2139.443603515625,605.2980327343404,271.3537902832031,2395.9988450399196,250597.26165771484,2127.96162109375,,,,,,,,,,,,,,,
2dsa,cpu,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_elu_drop_0.2,server/run_2025_12_27/results/2dsa/cpu/raw/temporal/2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_elu_drop_0.2,64_32,minmax_opt_rmsprop_batch_128_act_elu_drop_0,rmsprop_batch_128_act_elu_drop_0,128,elu_drop_0,0.2,128,0.2,230.4218938130175,509.6750196096312,710.7750238816487,1237.580225932296,1817.0839553591068,2329.6949265861213,68,230.4218938130175,55.457237243652344,1237.580225932296,171119.88671875,829.7333351135248,509.6750196096312,101.50718688964844,1817.0839553591068,67957.5634765625,1842.92333984375,710.7750238816487,664.7448120117188,2329.6949265861213,249652.4931640625,1466.8024169921875,,,,,,,,,,,,,,,
2dsa,cpu,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_elu_drop_0.3,server/run_2025_12_27/results/2dsa/cpu/raw/temporal/2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_elu_drop_0.3,64_32,minmax_opt_rmsprop_batch_128_act_elu_drop_0,rmsprop_batch_128_act_elu_drop_0,128,elu_drop_0,0.3,128,0.3,237.88855730898163,470.1876454387544,415.58689513599165,1236.13371644469,1815.4938356967991,2326.4579374397754,84,237.88855730898163,67.13319396972656,1236.13371644469,170914.79638671875,800.4721679687485,470.1876454387544,70.13319396972656,1815.4938356967991,70346.5693359375,1853.9853515625,415.58689513599165,203.29620361328125,2326.4579374397754,248963.94946289065,1201.5428344726572,,,,,,,,,,,,,,,
2dsa,cpu,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.2,server/run_2025_12_27/results/2dsa/cpu/raw/temporal/2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.2,64_32,minmax_opt_rmsprop_batch_128_act_relu_drop_0,rmsprop_batch_128_act_relu_drop_0,128,relu_drop_0,0.2,128,0.2,231.64291332768252,491.9703662264072,570.1545939719733,1249.7280632352897,1816.714481785421,2320.4941837232345,73,231.64291332768252,41.93119239807129,1249.7280632352897,171924.74365234375,855.6784118652338,491.9703662264072,101.4256591796875,1816.714481785421,63761.1455078125,1572.228515625,570.1545939719733,412.5758972167969,2320.4941837232345,250233.70849609375,1181.2981201171876,,,,,,,,,,,,,,,
2dsa,cpu,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.3,server/run_2025_12_27/results/2dsa/cpu/raw/temporal/2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_128_act_relu_drop_0.3,64_32,minmax_opt_rmsprop_batch_128_act_relu_drop_0,rmsprop_batch_128_act_relu_drop_0,128,relu_drop_0,0.3,128,0.3,232.02818890140165,492.7630655928009,502.7486373134264,1251.1026152554089,1821.590663678985,2321.002531593188,100,232.02818890140165,42.9693603515625,1251.1026152554089,171113.935546875,850.2678100585937,492.7630655928009,102.69599151611328,1821.590663678985,62560.7861328125,1541.268310546875,502.7486373134264,286.5645446777344,2321.002531593188,249948.9786376953,1223.2154052734377,,,,,,,,,,,,,,,
2dsa,cpu,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.2,server/run_2025_12_27/results/2dsa/cpu/raw/temporal/2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.2,64_32,minmax_opt_rmsprop_batch_64_act_elu_drop_0,rmsprop_batch_64_act_elu_drop_0,64,elu_drop_0,0.2,64,0.2,222.286897839011,445.6034597454415,311.9023725011058,1215.8070040113598,1777.2860386477396,2303.600051844067,100,222.286897839011,58.09709548950195,1215.8070040113598,170785.01171875,739.9385864257811,445.6034597454415,95.19830322265624,1777.2860386477396,65356.638671875,1772.9165802001953,311.9023725011058,107.90462493896484,2303.600051844067,247436.94897460935,925.5891052246096,,,,,,,,,,,,,,,
2dsa,cpu,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.3,server/run_2025_12_27/results/2dsa/cpu/raw/temporal/2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_elu_drop_0.3,64_32,minmax_opt_rmsprop_batch_64_act_elu_drop_0,rmsprop_batch_64_act_elu_drop_0,64,elu_drop_0,0.3,64,0.3,233.4816548077957,440.38515275611206,295.1081498054106,1244.2377262798827,1804.7808458795523,2319.240106180101,73,233.4816548077957,64.31500244140625,1244.2377262798827,171705.5947265625,816.6617317199704,440.38515275611206,79.78172302246094,1804.7808458795523,68942.685546875,1673.10107421875,295.1081498054106,72.24968719482422,2319.240106180101,249348.54028320312,813.9685546875002,,,,,,,,,,,,,,,
2dsa,cpu,raw,temporal,2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.2,server/run_2025_12_27/results/2dsa/cpu/raw/temporal/2dsa_arch_64_32_scaler_minmax_opt_rmsprop_batch_64_act_relu_drop_0.2,64_32,minmax_opt_rmsprop_batch_64_act_relu_drop_0,rmsprop_batch_64_act_relu_drop_0,64,relu_drop_0,0.2,64,0.2,213.60665091944864,476.28966379175745,358.27329610388006,1249.9368435260076,1786.422901499452,2314.745120065795,69,213.60665091944864,33.638118743896484,1249.9368435260076,172223.55078125,767.8106811523434,476.28966379175745,82.07460021972656,1786.422901499452,61682.384765625,1614.2322998046875,358.27329610388006,181.4705810546875,2314.745120065795,249964.40966796875,870.3843994140626,,,,,,,,,,,,,,,
