config_name,architecture,scaler,optimizer,batch_size,activation,dropout_rate,train_mae,val_mae,test_mae,train_error_std,val_error_std,test_error_std,epochs,train_mean_error_CPUTime,train_median_error_CPUTime,train_error_std_CPUTime,train_max_error_CPUTime,train_p95_abs_error_CPUTime,val_mean_error_CPUTime,val_median_error_CPUTime,val_error_std_CPUTime,val_max_error_CPUTime,val_p95_abs_error_CPUTime,test_mean_error_CPUTime,test_median_error_CPUTime,test_error_std_CPUTime,test_max_error_CPUTime,test_p95_abs_error_CPUTime
GA_standard_adam_128_relu_0.2_128_64,"[128, 64]",standard,adam,128,relu,0.2,7898.16093650075,21035.15861775664,17196.84813448055,9381.36761079174,47420.540135397,39818.97557924357,89,7898.16093650075,5219.0478515625,9381.36761079174,117637.7998046875,23501.2919921875,21035.15861775664,6786.640625,47420.540135397,686294.53125,99312.06640624985,17196.84813448055,6295.317626953125,39818.97557924357,483362.48876953125,63445.21004638683
