config_name,architecture,scaler,optimizer,batch_size,activation,dropout_rate,train_mae,val_mae,test_mae,train_error_std,val_error_std,test_error_std,epochs,train_mean_error_max_rss,train_median_error_max_rss,train_error_std_max_rss,train_max_error_max_rss,train_p95_abs_error_max_rss,val_mean_error_max_rss,val_median_error_max_rss,val_error_std_max_rss,val_max_error_max_rss,val_p95_abs_error_max_rss,test_mean_error_max_rss,test_median_error_max_rss,test_error_std_max_rss,test_max_error_max_rss,test_p95_abs_error_max_rss
GA_standard_adam_64_relu_0.2_128_64,"[128, 64]",standard,adam,64,relu,0.2,11078.33764060073,108119.18846114048,54630.45093754115,24520.165848663237,280404.85113278596,97707.63207958222,100,11078.33764060073,2054.2783203125,24520.165848663237,1172506.30078125,44098.6015625,108119.18846114048,5561.27294921875,280404.85113278596,2213416.125,417758.5624999995,54630.45093754115,3731.2645263671875,97707.63207958222,566296.65625,271608.22343750007
