config_name,architecture,scaler,optimizer,batch_size,activation,dropout_rate,train_mae,val_mae,test_mae,train_error_std,val_error_std,test_error_std,epochs,train_mean_error_CPUTime,train_median_error_CPUTime,train_error_std_CPUTime,train_max_error_CPUTime,train_p95_abs_error_CPUTime,val_mean_error_CPUTime,val_median_error_CPUTime,val_error_std_CPUTime,val_max_error_CPUTime,val_p95_abs_error_CPUTime,test_mean_error_CPUTime,test_median_error_CPUTime,test_error_std_CPUTime,test_max_error_CPUTime,test_p95_abs_error_CPUTime
2DSA_minmax_rmsprop_64_relu_0.3_128_64,"[128, 64]",minmax,rmsprop,64,relu,0.3,186.80333184719058,250.15826167967427,519.5880757356681,1355.33008517265,1235.792470809831,3212.9549359083467,100,186.80333184719058,30.411327362060547,1355.33008517265,248293.99780273438,683.1158569335929,250.15826167967427,36.01111602783203,1235.792470809831,68144.7509765625,733.8466186523438,519.5880757356681,36.68661117553711,3212.9549359083467,350387.1875,2133.9168945312535
