config_name,architecture,scaler,optimizer,batch_size,activation,dropout_rate,train_mae,val_mae,test_mae,train_error_std,val_error_std,test_error_std,epochs,train_mean_error_max_rss,train_median_error_max_rss,train_error_std_max_rss,train_max_error_max_rss,train_p95_abs_error_max_rss,val_mean_error_max_rss,val_median_error_max_rss,val_error_std_max_rss,val_max_error_max_rss,val_p95_abs_error_max_rss,test_mean_error_max_rss,test_median_error_max_rss,test_error_std_max_rss,test_max_error_max_rss,test_p95_abs_error_max_rss
PCSA_standard_rmsprop_128_relu_0.2_64_32,"[64, 32]",standard,rmsprop,128,relu,0.2,1576.7971920226744,233.659471278654,1418.4628968806014,4084.108124866708,840.1594825852969,2953.7735501089946,21,1576.7971920226744,458.548583984375,4084.108124866708,144759.0,5228.727233886719,233.659471278654,122.13916015625,840.1594825852969,47255.76550292969,536.0546142578106,1418.4628968806014,356.64111328125,2953.7735501089946,56131.909423828125,6104.1318359375
