config_name,architecture,scaler,optimizer,batch_size,activation,dropout_rate,train_mae,val_mae,test_mae,train_error_std,val_error_std,test_error_std,epochs,train_mean_error_CPUTime,train_median_error_CPUTime,train_error_std_CPUTime,train_max_error_CPUTime,train_p95_abs_error_CPUTime,val_mean_error_CPUTime,val_median_error_CPUTime,val_error_std_CPUTime,val_max_error_CPUTime,val_p95_abs_error_CPUTime,test_mean_error_CPUTime,test_median_error_CPUTime,test_error_std_CPUTime,test_max_error_CPUTime,test_p95_abs_error_CPUTime
PCSA_minmax_rmsprop_128_relu_0.3_128_64,"[128, 64]",minmax,rmsprop,128,relu,0.3,369.56071034904693,630.4286193953786,1489.7147878686606,1290.1354659386907,1557.4320558858878,1714.1018817943295,52,369.56071034904693,132.80117797851562,1290.1354659386907,35053.37109375,1056.7786254882812,630.4286193953786,169.75453186035156,1557.4320558858878,19802.4765625,2044.9027542114254,1489.7147878686606,720.4509887695312,1714.1018817943295,14849.40234375,5061.443359375
