config_name,architecture,scaler,optimizer,batch_size,activation,dropout_rate,train_mae,val_mae,test_mae,train_error_std,val_error_std,test_error_std,epochs,train_mean_error_CPUTime,train_median_error_CPUTime,train_error_std_CPUTime,train_max_error_CPUTime,train_p95_abs_error_CPUTime,val_mean_error_CPUTime,val_median_error_CPUTime,val_error_std_CPUTime,val_max_error_CPUTime,val_p95_abs_error_CPUTime,test_mean_error_CPUTime,test_median_error_CPUTime,test_error_std_CPUTime,test_max_error_CPUTime,test_p95_abs_error_CPUTime
GA_standard_adam_64_relu_0.3_64_32,"[64, 32]",standard,adam,64,relu,0.3,9424.122396857721,12889.164335454076,17935.452747703923,14666.935114597456,32181.65256336147,40499.25427900585,100,9424.122396857721,5389.534423828125,14666.935114597456,403756.275390625,30897.056762695312,12889.164335454076,6133.9150390625,32181.65256336147,462228.52734375,35828.49999999998,17935.452747703923,7492.96044921875,40499.25427900585,655265.87890625,58478.50625000003
