config_name,architecture,scaler,optimizer,batch_size,activation,dropout_rate,train_mae,val_mae,test_mae,train_error_std,val_error_std,test_error_std,epochs,train_mean_error_CPUTime,train_median_error_CPUTime,train_error_std_CPUTime,train_max_error_CPUTime,train_p95_abs_error_CPUTime,val_mean_error_CPUTime,val_median_error_CPUTime,val_error_std_CPUTime,val_max_error_CPUTime,val_p95_abs_error_CPUTime,test_mean_error_CPUTime,test_median_error_CPUTime,test_error_std_CPUTime,test_max_error_CPUTime,test_p95_abs_error_CPUTime
PCSA_minmax_adam_64_relu_0.2_128_64,"[128, 64]",minmax,adam,64,relu,0.2,445.17909976330253,96.45131193896447,249.68668900737754,1453.4956340364336,229.2185106352598,650.6723595812686,28,445.17909976330253,127.6427001953125,1453.4956340364336,26884.892578125,1450.3567504882812,96.45131193896447,58.648345947265625,229.2185106352598,7016.03662109375,240.45692291259743,249.68668900737754,115.11508178710938,650.6723595812686,29670.85546875,905.8120727539062
