config_name,architecture,scaler,optimizer,batch_size,activation,dropout_rate,train_mae,val_mae,test_mae,train_error_std,val_error_std,test_error_std,epochs,train_mean_error_max_rss,train_median_error_max_rss,train_error_std_max_rss,train_max_error_max_rss,train_p95_abs_error_max_rss,val_mean_error_max_rss,val_median_error_max_rss,val_error_std_max_rss,val_max_error_max_rss,val_p95_abs_error_max_rss,test_mean_error_max_rss,test_median_error_max_rss,test_error_std_max_rss,test_max_error_max_rss,test_p95_abs_error_max_rss
2DSA_standard_adam_64_elu_0.2_128_64,"[128, 64]",standard,adam,64,elu,0.2,464.198380027925,452.3428109134391,723.5138594562079,1053.0296314870386,933.1299230672865,1405.5112990734635,77,464.198380027925,123.13043212890625,1053.0296314870386,50061.53125,1964.5977783203107,452.3428109134391,187.3499755859375,933.1299230672865,30007.8828125,1713.608642578125,723.5138594562079,287.21429443359375,1405.5112990734635,31069.009765625,2931.0506347656274
