config_name,architecture,scaler,optimizer,batch_size,activation,dropout_rate,train_mae,val_mae,test_mae,train_error_std,val_error_std,test_error_std,epochs,train_mean_error_max_rss,train_median_error_max_rss,train_error_std_max_rss,train_max_error_max_rss,train_p95_abs_error_max_rss,val_mean_error_max_rss,val_median_error_max_rss,val_error_std_max_rss,val_max_error_max_rss,val_p95_abs_error_max_rss,test_mean_error_max_rss,test_median_error_max_rss,test_error_std_max_rss,test_max_error_max_rss,test_p95_abs_error_max_rss
PCSA_standard_rmsprop_64_elu_0.2_64_32,"[64, 32]",standard,rmsprop,64,elu,0.2,2195.7720775353578,1378.131211335233,2619.440800160081,4437.538426707536,3810.034819792134,6915.469576929156,12,2195.7720775353578,1457.194640159607,4437.538426707536,149972.53588867188,5807.902197265623,1378.131211335233,595.10986328125,3810.034819792134,40834.548095703125,3189.728515625,2619.440800160081,1471.259521484375,6915.469576929156,105450.9931640625,7559.57177734375
