config_name,architecture,scaler,optimizer,batch_size,activation,dropout_rate,train_mae,val_mae,test_mae,train_error_std,val_error_std,test_error_std,epochs,train_mean_error_max_rss,train_median_error_max_rss,train_error_std_max_rss,train_max_error_max_rss,train_p95_abs_error_max_rss,val_mean_error_max_rss,val_median_error_max_rss,val_error_std_max_rss,val_max_error_max_rss,val_p95_abs_error_max_rss,test_mean_error_max_rss,test_median_error_max_rss,test_error_std_max_rss,test_max_error_max_rss,test_p95_abs_error_max_rss
GA_minmax_adam_128_elu_0.3_128_64,"[128, 64]",minmax,adam,128,elu,0.3,24934.21120742896,29997.68106135763,103754.92267082041,48531.78699470078,49720.55672347561,305945.98954711994,100,24934.21120742896,3964.4536323547363,48531.78699470078,1151120.375,118267.4609375,29997.68106135763,7991.982421875,49720.55672347561,493846.265625,115317.02812499997,103754.92267082041,6570.4713134765625,305945.98954711994,2395752.34375,409485.80781250016
